373.458±194.37,484.158±310.305,596.798±387.422,709.267±464.94,779.718±476.197,840.855±449.321,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.01±0.099,0.0±0.0,0.04±0.196,0.05±0.218,0.16±0.367,0.14±0.347,0.22±0.414,0.38±0.485
296.0±145.672,342.918±222.592,404.889±302.892,445.6±340.293,593.55±398.584,651.96±438.464,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.04±0.196,0.02±0.14,0.01±0.099,0.0±0.0,0.0±0.0,0.0±0.0
435.978±255.768,534.333±343.31,662.143±446.338,693.523±445.252,887.938±514.514,964.0±461.389,0.0±0.0,0.0±0.0,0.03±0.171,0.0±0.0,0.01±0.099,0.02±0.199,0.09±0.286,0.25±0.433,0.37±0.483,0.35±0.477,0.36±0.48,0.56±0.496
445.701±298.396,519.08±323.844,660.746±443.696,706.046±454.171,915.266±517.529,963.0±458.109,0.0±0.0,0.01±0.099,0.02±0.14,0.0±0.0,0.01±0.099,0.01±0.099,0.13±0.336,0.25±0.433,0.37±0.483,0.35±0.477,0.36±0.48,0.56±0.496
373.458±194.37,484.158±310.305,596.798±387.422,709.267±464.94,779.718±476.197,840.855±449.321,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.01±0.099,0.0±0.0,0.04±0.196,0.05±0.218,0.16±0.367,0.14±0.347,0.22±0.414,0.38±0.485
402.333±243.582,535.105±380.235,695.405±415.837,851.232±473.303,814.32±467.236,898.381±477.636,0.0±0.0,0.0±0.0,0.01±0.099,0.0±0.0,0.01±0.099,0.0±0.0,0.04±0.196,0.05±0.218,0.16±0.367,0.18±0.384,0.25±0.433,0.37±0.483
475.126±330.296,658.29±404.136,847.512±443.805,995.513±431.97,925.169±468.169,1045.63±358.381,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.01±0.099,0.0±0.0,0.05±0.218,0.07±0.255,0.2±0.4,0.24±0.427,0.29±0.454,0.46±0.498
375.367±238.832,518.908±424.892,533.519±427.333,634.8±453.663,716.683±494.981,790.681±497.546,0.0±0.0,0.01±0.099,0.0±0.0,0.0±0.0,0.01±0.099,0.02±0.14,0.21±0.407,0.13±0.336,0.19±0.392,0.15±0.357,0.18±0.384,0.31±0.462
352.31±258.131,385.554±295.19,465.835±389.159,507.391±409.23,627.112±470.373,659.265±453.39,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.04±0.242,0.0±0.0,0.16±0.367,0.08±0.271,0.09±0.286,0.08±0.271,0.11±0.313,0.17±0.376
491.643±415.403,552.667±389.574,562.299±429.963,638.667±453.276,754.746±530.834,800.34±496.79,0.02±0.14,0.01±0.099,0.0±0.0,0.02±0.14,0.05±0.218,0.03±0.171,0.3±0.458,0.31±0.462,0.33±0.47,0.34±0.474,0.29±0.454,0.47±0.499
281.253±124.986,306.773±176.982,373.667±300.129,405.78±322.343,505.33±394.885,542.07±430.497,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.02±0.14,0.0±0.0,0.09±0.286,0.03±0.171,0.01±0.099,0.0±0.0,0.0±0.0,0.0±0.0
284.768±135.203,302.847±189.32,329.444±264.3,408.86±333.776,466.72±364.91,524.14±423.317,0.0±0.0,0.0±0.0,0.01±0.099,0.0±0.0,0.0±0.0,0.0±0.0,0.05±0.218,0.02±0.14,0.01±0.099,0.0±0.0,0.0±0.0,0.0±0.0
401.976±277.066,545.207±450.711,633.101±461.632,784.976±481.761,778.35±480.849,855.706±511.524,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.01±0.099,0.01±0.099,0.18±0.384,0.13±0.336,0.21±0.407,0.16±0.367,0.2±0.4,0.32±0.466
453.063±340.476,665.684±477.589,798.901±491.159,938.873±437.58,893.315±466.927,1009.758±401.351,0.0±0.0,0.0±0.0,0.0±0.0,0.01±0.099,0.01±0.099,0.01±0.099,0.21±0.407,0.21±0.407,0.29±0.454,0.21±0.407,0.27±0.444,0.38±0.485
323.867±199.934,380.857±282.682,457.92±355.676,508.52±395.798,629.74±445.361,635.9±443.889,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.02±0.199,0.0±0.0,0.1±0.3,0.02±0.14,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0
364.276±244.067,442.438±326.449,554.011±423.484,631.734±450.974,703.75±473.418,720.548±464.472,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.13±0.336,0.04±0.196,0.1±0.3,0.06±0.237,0.12±0.325,0.16±0.367
