605.07±221.538,573.29±248.011,560.66±231.867,564.38±263.93,557.65±290.774,577.49±282.136,0.27±0.444,0.43±0.495,0.47±0.499,0.53±0.499,0.52±0.5,0.5±0.5,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0
800.367±569.479,752.656±577.088,754.492±618.049,656.771±559.432,796.698±652.293,811.06±667.372,0.29±0.454,0.4±0.49,0.39±0.488,0.5±0.5,0.43±0.495,0.49±0.5,0.4±0.49,0.36±0.48,0.37±0.483,0.3±0.458,0.37±0.483,0.33±0.47
