607.93±235.635,558.98±272.571,517.86±295.12,495.12±327.916,438.65±332.176,460.23±325.843,0.38±0.485,0.42±0.494,0.48±0.5,0.63±0.483,0.77±0.421,0.69±0.462,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0
967.014±612.726,806.867±608.92,603.139±576.336,618.961±602.203,551.279±597.815,563.548±597.925,0.39±0.508,0.49±0.5,0.59±0.492,0.65±0.477,0.82±0.384,0.76±0.427,0.28±0.449,0.24±0.427,0.21±0.407,0.24±0.427,0.14±0.347,0.16±0.367
