385.604±190.559,487.812±291.776,424.222±181.774,515.305±309.439,583.222±373.548,629.54±395.003,0.09±0.349,0.13±0.416,0.24±0.512,0.26±0.658,0.34±0.696,0.52±0.889,0.04±0.196,0.04±0.196,0.01±0.099,0.05±0.218,0.1±0.3,0.13±0.336
449.778±226.698,577.875±305.453,649.556±394.426,698.427±417.658,816.903±427.259,943.041±441.468,0.02±0.14,0.11±0.445,0.18±0.606,0.16±0.504,0.25±0.779,0.36±0.819,0.01±0.099,0.04±0.196,0.01±0.099,0.11±0.313,0.07±0.255,0.27±0.444
390.82±169.463,442.705±213.379,420.556±178.577,517.853±325.17,629.194±418.795,636.866±365.744,0.06±0.237,0.12±0.382,0.2±0.49,0.28±0.679,0.45±0.805,0.62±1.093,0.0±0.0,0.05±0.218,0.01±0.099,0.05±0.218,0.07±0.255,0.18±0.384
409.896±200.322,502.25±301.299,453.705±238.413,524.099±302.827,513.885±293.311,565.274±337.048,0.07±0.292,0.27±0.581,0.4±0.8,0.62±1.027,0.59±0.861,0.82±1.26,0.04±0.196,0.12±0.325,0.05±0.218,0.09±0.286,0.22±0.414,0.27±0.444
499.319±285.699,662.667±369.46,661.391±386.237,668.212±360.418,688.092±393.992,923.965±425.686,0.02±0.14,0.11±0.397,0.15±0.456,0.16±0.484,0.17±0.584,0.4±1.0,0.09±0.286,0.13±0.336,0.08±0.271,0.2±0.4,0.24±0.427,0.43±0.495
380.37±167.764,453.48±228.812,424.0±171.814,509.698±288.762,544.844±288.106,654.94±384.659,0.03±0.222,0.04±0.242,0.09±0.286,0.14±0.469,0.2±0.49,0.25±0.606,0.0±0.0,0.02±0.14,0.01±0.099,0.04±0.196,0.1±0.3,0.16±0.367
365.3±99.943,407.0±143.764,395.66±130.477,446.7±180.511,462.235±206.688,526.23±258.297,0.01±0.099,0.04±0.196,0.09±0.319,0.11±0.422,0.24±0.65,0.25±0.606,0.0±0.0,0.01±0.099,0.0±0.0,0.0±0.0,0.02±0.14,0.0±0.0
367.83±135.398,381.36±131.799,383.45±131.59,424.92±155.525,416.01±123.681,441.53±160.486,0.01±0.099,0.15±0.456,0.1±0.361,0.13±0.336,0.22±0.558,0.39±0.706,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0
341.54±87.31,360.35±96.817,359.36±100.842,378.5±114.964,387.52±101.485,390.82±116.836,0.16±0.393,0.49±0.7,0.5±0.728,0.8±0.938,0.93±1.142,1.09±1.141,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0
427.34±182.181,538.44±302.77,544.38±319.152,593.33±351.021,580.444±257.712,695.629±369.931,0.02±0.14,0.05±0.218,0.12±0.407,0.13±0.391,0.19±0.523,0.22±0.54,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.01±0.099,0.03±0.171
694.366±413.427,866.099±483.082,859.655±490.165,846.139±463.963,982.074±417.49,997.112±479.834,0.0±0.0,0.04±0.242,0.09±0.349,0.04±0.196,0.09±0.377,0.03±0.171,0.07±0.255,0.19±0.392,0.13±0.336,0.21±0.407,0.19±0.392,0.2±0.4
366.4±117.076,398.63±129.819,420.3±181.667,435.81±152.367,445.27±149.23,459.9±151.995,0.03±0.171,0.04±0.196,0.04±0.196,0.08±0.306,0.1±0.387,0.16±0.393,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0
