453.552±231.019,472.556±206.984,528.134±256.355,554.383±309.134,577.625±298.678,640.616±383.467,0.15±0.433,0.21±0.431,0.19±0.417,0.46±0.684,0.5±0.768,0.64±0.781,0.04±0.196,0.01±0.099,0.03±0.171,0.06±0.237,0.12±0.325,0.27±0.444
466.72±227.673,524.643±253.074,595.432±306.188,596.385±328.966,699.464±388.672,736.153±418.315,0.05±0.218,0.09±0.349,0.06±0.237,0.09±0.319,0.17±0.401,0.3±0.624,0.0±0.0,0.02±0.14,0.05±0.218,0.09±0.286,0.16±0.367,0.28±0.449
449.78±206.484,495.235±243.844,540.835±264.261,560.0±304.011,614.125±338.402,728.014±410.773,0.11±0.313,0.14±0.347,0.21±0.496,0.42±0.695,0.51±0.742,0.77±1.182,0.0±0.0,0.02±0.14,0.03±0.171,0.08±0.271,0.12±0.325,0.27±0.444
498.805±294.216,508.937±307.059,551.875±364.435,470.308±209.625,568.148±346.158,635.449±380.153,0.19±0.417,0.36±0.641,0.55±0.753,0.81±0.771,0.89±0.859,1.18±1.144,0.13±0.336,0.05±0.218,0.12±0.325,0.09±0.286,0.19±0.392,0.22±0.414
491.671±255.121,527.579±284.519,606.908±405.847,558.044±281.478,648.987±387.026,686.203±372.779,0.03±0.171,0.09±0.349,0.06±0.369,0.11±0.422,0.19±0.44,0.25±0.589,0.15±0.357,0.05±0.218,0.13±0.336,0.1±0.3,0.22±0.414,0.26±0.439
1386.674±441.349,1303.05±459.195,1354.933±474.183,1485.833±462.76,1255.619±465.997,1338.412±457.363,0.64±0.755,0.8±0.927,0.91±1.03,1.21±1.366,1.23±1.31,1.38±1.605,0.54±0.498,0.6±0.49,0.7±0.458,0.76±0.427,0.79±0.407,0.83±0.376
539.287±222.298,647.064±329.975,671.361±315.543,709.787±365.974,818.571±434.207,729.464±374.676,0.04±0.196,0.14±0.51,0.14±0.53,0.13±0.503,0.18±0.456,0.3±0.781,0.06±0.237,0.06±0.237,0.03±0.171,0.06±0.237,0.23±0.421,0.31±0.462
560.124±290.094,610.921±321.969,625.0±369.196,618.711±314.725,796.848±459.256,754.108±432.776,0.02±0.199,0.04±0.196,0.1±0.361,0.06±0.237,0.24±0.531,0.26±0.716,0.11±0.313,0.11±0.313,0.12±0.325,0.17±0.376,0.21±0.407,0.35±0.477
530.277±197.217,693.719±371.129,718.714±367.718,693.521±362.065,799.829±417.1,796.887±442.178,0.04±0.196,0.14±0.51,0.17±0.511,0.14±0.448,0.21±0.516,0.25±0.669,0.06±0.237,0.04±0.196,0.02±0.14,0.06±0.237,0.24±0.427,0.29±0.454
573.901±289.111,643.89±337.934,656.625±376.614,660.702±343.368,787.592±456.902,791.338±408.495,0.03±0.222,0.06±0.276,0.1±0.361,0.06±0.276,0.2±0.469,0.32±0.733,0.09±0.286,0.09±0.286,0.12±0.325,0.16±0.367,0.29±0.454,0.35±0.477
