1320.492±400.81,1320.375±470.499,1251.778±470.076,1281.5±389.568,1197.766±509.258,1252.436±479.524,0.33±0.679,0.5±0.742,0.63±0.808,0.85±0.91,1.16±1.093,1.41±1.401,0.41±0.492,0.44±0.496,0.46±0.498,0.56±0.496,0.53±0.499,0.61±0.488
1445.238±365.895,1554.632±369.0,1467.5±356.328,1465.348±336.683,1298.32±336.77,1333.536±355.434,0.94±0.835,1.32±1.264,2.04±1.667,1.91±1.68,2.93±2.178,3.0±2.01,0.79±0.407,0.81±0.392,0.76±0.427,0.77±0.421,0.75±0.433,0.72±0.449
